metric,metric_role,annotation_definition,top_fraction,top_k,library_compounds,library_annotated,observed_annotated,expected_annotated,fold_enrichment,fisher_odds_ratio,conditional_odds_ratio,conditional_or_ci95_low,conditional_or_ci95_high,fisher_one_sided_p,fdr_bh_all_24_tests,fdr_bh_within_metric_definition,ranking_source,included_splits,included_models,included_seeds,screening_runs,cancers,run_cancer_observations_per_compound,aggregation_definition,cutoff_status
signed_wtrs,primary,annotation_defined_HDAC,0.1,2848,28477,39,13,3.900410857885311,3.3329822097378274,4.515520282186949,4.515108346037893,2.1278043080526614,9.121071512067108,6.480034974985678e-05,0.0001296006994997,6.480034974985678e-05,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
signed_wtrs,primary,explicit_class_I_target,0.005,143,28477,26,4,0.1305615057765916,30.63690155997848,37.03335513407456,36.99443255742417,9.148609658780725,110.9270494502755,8.363591880179856e-06,2.5090775640539568e-05,8.363591880179856e-06,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
signed_wtrs,primary,explicit_class_I_target,0.01,285,28477,26,5,0.26020999403027,19.21524966261808,23.954931972789115,23.93939457595036,7.002705841447662,65.85381077069002,5.367697382147216e-06,1.84035338816476e-05,7.156929842862955e-06,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
signed_wtrs,primary,explicit_class_I_target,0.05,1424,28477,26,11,1.300136952628437,8.460647147796024,14.032460485963671,14.028577147654897,5.816772675567342,32.755703244437974,1.8132722604378183e-08,4.351853425050765e-07,7.253089041751274e-08,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
signed_wtrs,primary,explicit_class_I_target,0.1,2848,28477,26,12,2.600273905256874,4.614898444252377,7.741789240378803,7.74069490391578,3.267114905777488,18.05089827425877,2.467068950301803e-06,9.868275801207211e-06,4.934137900603606e-06,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,annotation_defined_HDAC,0.005,143,28477,39,1,0.1958422586648874,5.106150259996414,5.2438843587842845,5.2431232900335045,0.1285076891781448,31.495029206720567,0.1783716183793418,0.2253115179528528,0.3504498337473225,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,annotation_defined_HDAC,0.01,285,28477,39,2,0.390314991045405,5.124066576698156,5.377709865342374,5.376921928979826,0.6248655961927391,21.019590053774248,0.0580457764777587,0.0819469785568358,0.2321831059110349,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,annotation_defined_HDAC,0.05,1424,28477,39,3,1.950205428942656,1.5382994814174589,1.5843889279849872,1.584357358032419,0.3117802994125795,5.023872774295267,0.3094186097884928,0.353621268329706,0.3504498337473225,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,annotation_defined_HDAC,0.1,2848,28477,39,5,3.900410857885311,1.281916234514549,1.323943224845337,1.3239286414824971,0.4038751327252314,3.406613428442989,0.3504498337473225,0.3823089095425336,0.3504498337473225,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,explicit_class_I_target,0.005,143,28477,26,1,0.1305615057765916,7.65922538999462,7.974366197183099,7.972489937231082,0.1928811764782962,49.39671851907767,0.1227366571327773,0.1636488761770365,0.460418095452299,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,explicit_class_I_target,0.01,285,28477,26,1,0.26020999403027,3.843049932523616,3.9671830985915495,3.9667826302823546,0.0962894443795836,24.40505802946279,0.2302090477261495,0.2762508572713794,0.460418095452299,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,explicit_class_I_target,0.05,1424,28477,26,2,1.300136952628437,1.5382994814174589,1.5839779653070791,1.5839464181912917,0.1812624784641765,6.390375528707323,0.3759651305942146,0.3923114406200501,0.4896283359950197,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
spearman_reversal,primary,explicit_class_I_target,0.1,2848,28477,26,3,2.600273905256874,1.1537246110630943,1.1739588905020248,1.1739518425644235,0.2255098396514429,3.889247290489935,0.4896283359950197,0.4896283359950197,0.4896283359950197,cross_generalization_mean_rank_fraction_0_strongest,leave_drug_out | leave_cell_line_out | scaffold_split | hdac_class_holdout,dual_stream | fingerprint_mlp,1 | 2 | 3,24,22,528,Rank compounds within each run and cancer; convert to a within-library rank fraction (0 = strongest); average all 528 run-cancer rank fractions equally within metric; ascending mean rank fraction defines consensus rank.,fixed_for_revision_not_prospectively_preregistered
